ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5010535,Female,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,13928,3052,Laborers,4.0
5010536,Female,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,13928,3052,Laborers,4.0
5010539,Female,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,13928,3052,Laborers,4.0
5010540,Female,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,13928,3052,Laborers,4.0
5010541,Female,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,13928,3052,Laborers,4.0
5010542,Female,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,18184,3021,Laborers,1.0
5010543,Female,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,18184,3021,Laborers,1.0
5010544,Female,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,18184,3021,Laborers,1.0
5010545,Female,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,18184,3021,Laborers,1.0
5010546,Female,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,18184,3021,Laborers,1.0
5010547,Female,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,18184,3021,Laborers,1.0
5010548,Female,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,18184,3021,Laborers,1.0
5010549,Female,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,18184,3021,Laborers,1.0
5010551,Female,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,18184,3021,Laborers,1.0
5010553,Female,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,18184,3021,Laborers,1.0
6153729,Female,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,18184,3021,Laborers,1.0
6153730,Female,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,18184,3021,Laborers,1.0
5010556,Male,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15774,2901,High skill tech staff,2.0
5010557,Male,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15774,2901,High skill tech staff,2.0
5010558,Male,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15774,2901,High skill tech staff,2.0
5010559,Male,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15774,2901,High skill tech staff,2.0
5010560,Male,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15774,2901,High skill tech staff,2.0
5010564,Female,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,10145,1682,Sales staff,2.0
5010565,Female,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,10145,1682,Sales staff,2.0
5010566,Female,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,10145,1682,Sales staff,2.0
5010567,Female,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,10145,1682,Sales staff,2.0
5010568,Female,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,10145,1682,Sales staff,2.0
5010569,Female,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,10145,1682,Sales staff,2.0
5010570,Female,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,10145,1682,Sales staff,2.0
5010571,Female,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,10145,1682,Sales staff,2.0
5010572,Female,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,10145,1682,Sales staff,2.0
5010573,Female,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,10145,1682,Sales staff,2.0
6153731,Female,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,10145,1682,Sales staff,2.0
5010574,Male,Y,Y,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,11320,1591,Drivers,3.0
5010575,Male,Y,Y,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,11320,1591,Drivers,3.0
5010578,Male,Y,Y,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,11320,1591,Drivers,3.0
5010579,Male,Y,Y,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,11320,1591,Drivers,3.0
5010583,Female,N,N,1,72000.0,Commercial associate,Higher education,Married,House / apartment,14173,1925,Accountants,3.0
6153747,Female,N,N,1,72000.0,Commercial associate,Higher education,Married,House / apartment,14173,1925,Accountants,3.0
5010584,Male,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,20476,525,Drivers,2.0
5010585,Male,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,20476,525,Drivers,2.0
5010586,Male,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,16809,3327,Managers,3.0
5010587,Male,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,16809,3327,Managers,3.0
5010588,Male,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,16809,3327,Managers,3.0
5010589,Male,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,16809,3327,Managers,3.0
5010590,Male,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,16809,3327,Managers,3.0
5010591,Male,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,16809,3327,Managers,3.0
5010598,Female,N,Y,1,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,10916,921,Accountants,3.0
5090697,Female,N,Y,1,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,10916,921,Accountants,3.0
5010599,Female,N,Y,2,90000.0,Working,Higher education,Married,House / apartment,11864,4513,Drivers,4.0
5010600,Female,N,Y,2,90000.0,Working,Higher education,Married,House / apartment,11864,4513,Drivers,4.0
5010601,Female,N,Y,2,90000.0,Working,Higher education,Married,House / apartment,11864,4513,Drivers,4.0
5010602,Female,N,Y,2,90000.0,Working,Higher education,Married,House / apartment,11864,4513,Drivers,4.0
5010603,Female,N,Y,2,90000.0,Working,Higher education,Married,House / apartment,11864,4513,Drivers,4.0
5010604,Female,N,Y,2,90000.0,Working,Higher education,Married,House / apartment,11864,4513,Drivers,4.0
5010605,Female,N,Y,2,90000.0,Working,Higher education,Married,House / apartment,11864,4513,Drivers,4.0
5010613,Female,N,Y,0,184500.0,Working,Secondary / secondary special,Married,House / apartment,18551,1226,Cleaning staff,2.0
5010615,Female,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,21183,1104,Cleaning staff,2.0
5010616,Female,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,21183,1104,Cleaning staff,2.0
5010617,Female,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,21183,1104,Cleaning staff,2.0
5010632,Female,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,12461,678,Sales staff,2.0
5010633,Female,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,12461,678,Sales staff,2.0
5010635,Female,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,12461,678,Sales staff,2.0
5010636,Female,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,12461,678,Sales staff,2.0
5010637,Female,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,12461,678,Sales staff,2.0
5010638,Female,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,12461,678,Sales staff,2.0
5010639,Female,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,12461,678,Sales staff,2.0
5010640,Female,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,12461,678,Sales staff,2.0
5010641,Female,Y,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,12461,678,Sales staff,2.0
5010647,Male,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,8843,495,Laborers,3.0
5010648,Male,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,8843,495,Laborers,3.0
5010649,Male,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,8843,495,Laborers,3.0
5010650,Male,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,8843,495,Laborers,3.0
5010651,Male,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,8843,495,Laborers,3.0
6153795,Male,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,8843,495,Laborers,3.0
5010652,Male,Y,N,0,180000.0,Working,Higher education,Single / not married,House / apartment,11055,1074,Laborers,1.0
5010653,Male,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,13360,4086,Laborers,4.0
5010654,Male,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,13360,4086,Laborers,4.0
5010655,Male,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,13360,4086,Laborers,4.0
5010656,Male,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,13360,4086,Laborers,4.0
5010657,Male,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,13360,4086,Laborers,4.0
5010658,Male,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,13360,4086,Laborers,4.0
5010659,Male,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,13360,4086,Laborers,4.0
5010660,Male,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,13360,4086,Laborers,4.0
5010661,Male,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,13360,4086,Laborers,4.0
5010662,Male,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,13360,4086,Laborers,4.0
5010663,Male,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,13360,4086,Laborers,4.0
5010664,Male,Y,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,13360,4086,Laborers,4.0
5010665,Male,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,17158,2990,Sales staff,2.0
5010666,Male,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,17158,2990,Sales staff,2.0
5010667,Male,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,17158,2990,Sales staff,2.0
5010668,Male,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,17158,2990,Sales staff,2.0
5010669,Male,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,17158,2990,Sales staff,2.0
5010670,Male,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,17158,2990,Sales staff,2.0
5010671,Male,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,17158,2990,Sales staff,2.0
5010675,Female,N,Y,2,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,12798,648,Sales staff,4.0
5010676,Male,Y,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,20815,829,Security staff,2.0
5010677,Male,Y,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,20815,829,Security staff,2.0
5010678,Male,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,10297,2231,Managers,2.0
5010679,Male,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,10297,2231,Managers,2.0
5010680,Male,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,10297,2231,Managers,2.0
5010681,Male,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,10297,2231,Managers,2.0
5010682,Male,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,10297,2231,Managers,2.0
5010683,Male,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,10297,2231,Managers,2.0
5010684,Male,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,10297,2231,Managers,2.0
5010685,Male,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,10297,2231,Managers,2.0
5010686,Male,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,10297,2231,Managers,2.0
5010689,Male,Y,Y,0,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,20659,313,Laborers,1.0
5010690,Male,Y,Y,0,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,20659,313,Laborers,1.0
6153623,Male,Y,Y,0,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,20659,313,Laborers,1.0
5010696,Female,Y,Y,2,292500.0,Commercial associate,Higher education,Married,House / apartment,13958,3021,Sales staff,4.0
5010697,Female,Y,Y,2,292500.0,Commercial associate,Higher education,Married,House / apartment,13958,3021,Sales staff,4.0
5010699,Female,Y,Y,2,292500.0,Commercial associate,Higher education,Married,House / apartment,13958,3021,Sales staff,4.0
5010700,Female,Y,Y,2,292500.0,Commercial associate,Higher education,Married,House / apartment,13958,3021,Sales staff,4.0
5010701,Female,Y,Y,2,292500.0,Commercial associate,Higher education,Married,House / apartment,13958,3021,Sales staff,4.0
5010702,Female,Y,Y,2,292500.0,Commercial associate,Higher education,Married,House / apartment,13958,3021,Sales staff,4.0
5010703,Female,Y,Y,2,292500.0,Commercial associate,Higher education,Married,House / apartment,13958,3021,Sales staff,4.0
5010706,Male,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,15862,5061,Drivers,2.0
5010707,Male,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,15862,5061,Drivers,2.0
5010708,Male,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,15862,5061,Drivers,2.0
6153664,Male,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,15862,5061,Drivers,2.0
5010709,Male,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,13828,6004,Laborers,4.0
5010710,Male,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,13828,6004,Laborers,4.0
5010711,Male,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,13828,6004,Laborers,4.0
5010713,Male,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,13828,6004,Laborers,4.0
5010715,Female,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,21396,1013,High skill tech staff,2.0
5010716,Female,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,21396,1013,High skill tech staff,2.0
5010717,Female,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,21396,1013,High skill tech staff,2.0
5010722,Female,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,21396,1013,High skill tech staff,2.0
5010724,Female,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,21396,1013,High skill tech staff,2.0
5010725,Female,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,21396,1013,High skill tech staff,2.0
5010726,Female,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,21396,1013,High skill tech staff,2.0
5010727,Female,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,21396,1013,High skill tech staff,2.0
5010728,Female,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,21396,1013,High skill tech staff,2.0
5010729,Female,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,21396,1013,High skill tech staff,2.0
5010730,Female,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,21396,1013,High skill tech staff,2.0
5010731,Female,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,21396,1013,High skill tech staff,2.0
6153708,Female,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,21396,1013,High skill tech staff,2.0
5010734,Female,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,11853,5061,Waiters/barmen staff,2.0
5010735,Female,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,11853,5061,Waiters/barmen staff,2.0
5010737,Female,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,11853,5061,Waiters/barmen staff,2.0
5010739,Female,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,11853,5061,Waiters/barmen staff,2.0
5010740,Female,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,11853,5061,Waiters/barmen staff,2.0
5010741,Female,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,11853,5061,Waiters/barmen staff,2.0
5010742,Female,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,11853,5061,Waiters/barmen staff,2.0
5010743,Male,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,22014,10236,Core staff,2.0
5010745,Male,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,22014,10236,Core staff,2.0
5010746,Male,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,22014,10236,Core staff,2.0
5010747,Male,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,22014,10236,Core staff,2.0
6153748,Male,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,22014,10236,Core staff,2.0
5010760,Female,Y,Y,1,112500.0,Working,Higher education,Single / not married,House / apartment,13896,344,Cooking staff,2.0
5010761,Female,Y,Y,1,112500.0,Working,Higher education,Single / not married,House / apartment,13896,344,Cooking staff,2.0
5010762,Female,Y,Y,1,112500.0,Working,Higher education,Single / not married,House / apartment,13896,344,Cooking staff,2.0
5010763,Female,Y,Y,1,112500.0,Working,Higher education,Single / not married,House / apartment,13896,344,Cooking staff,2.0
5010764,Male,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,11036,4301,Laborers,1.0
5010765,Male,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,11036,4301,Laborers,1.0
5010766,Male,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,11036,4301,Laborers,1.0
5010767,Male,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,11036,4301,Laborers,1.0
5010768,Male,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,11036,4301,Laborers,1.0
5010769,Male,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,11036,4301,Laborers,1.0
5010770,Male,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,11036,4301,Laborers,1.0
5010771,Male,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,11036,4301,Laborers,1.0
5010773,Female,N,Y,0,135000.0,Working,Higher education,Married,With parents,14160,4635,Sales staff,2.0
5010774,Female,N,Y,0,135000.0,Working,Higher education,Married,With parents,14160,4635,Sales staff,2.0
5010775,Female,N,Y,0,135000.0,Working,Higher education,Married,With parents,14160,4635,Sales staff,2.0
5010779,Female,Y,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,14474,2259,Core staff,3.0
5010781,Female,Y,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,14474,2259,Core staff,3.0
5010782,Female,Y,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,14474,2259,Core staff,3.0
5010785,Male,N,N,0,337500.0,Working,Higher education,Married,House / apartment,17004,4574,Managers,2.0
5010786,Male,N,N,0,337500.0,Working,Higher education,Married,House / apartment,17004,4574,Managers,2.0
5010787,Male,N,N,0,337500.0,Working,Higher education,Married,House / apartment,17004,4574,Managers,2.0
6153766,Male,N,N,0,337500.0,Working,Higher education,Married,House / apartment,17004,4574,Managers,2.0
6153767,Male,N,N,0,337500.0,Working,Higher education,Married,House / apartment,17004,4574,Managers,2.0
5010789,Female,N,Y,1,99000.0,Working,Secondary / secondary special,Married,Municipal apartment,11039,2809,Laborers,3.0
5010790,Female,N,Y,1,99000.0,Working,Secondary / secondary special,Married,Municipal apartment,11039,2809,Laborers,3.0
5010791,Female,N,Y,1,99000.0,Working,Secondary / secondary special,Married,Municipal apartment,11039,2809,Laborers,3.0
5010792,Female,N,Y,1,99000.0,Working,Secondary / secondary special,Married,Municipal apartment,11039,2809,Laborers,3.0
5010793,Female,N,Y,1,99000.0,Working,Secondary / secondary special,Married,Municipal apartment,11039,2809,Laborers,3.0
5010794,Female,N,Y,1,99000.0,Working,Secondary / secondary special,Married,Municipal apartment,11039,2809,Laborers,3.0
5010795,Female,N,N,0,45000.0,State servant,Secondary / secondary special,Married,House / apartment,13941,5334,Medicine staff,2.0
5010796,Female,N,N,0,45000.0,State servant,Secondary / secondary special,Married,House / apartment,13941,5334,Medicine staff,2.0
5010797,Female,N,Y,0,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,15450,770,Security staff,2.0
5010798,Female,N,Y,0,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,15450,770,Security staff,2.0
5010799,Female,N,Y,0,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,15450,770,Security staff,2.0
5010800,Female,N,Y,0,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,15450,770,Security staff,2.0
5010801,Female,N,Y,0,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,15450,770,Security staff,2.0
5010802,Female,N,Y,0,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,15450,770,Security staff,2.0
5010803,Female,N,Y,0,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,15450,770,Security staff,2.0
6153786,Female,N,Y,0,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,15450,770,Security staff,2.0
5010804,Female,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,13833,617,Accountants,3.0
5010805,Female,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,13833,617,Accountants,3.0
5010806,Female,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,13833,617,Accountants,3.0
5010807,Female,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,13833,617,Accountants,3.0
5010808,Female,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,13833,617,Accountants,3.0
5010809,Female,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,13833,617,Accountants,3.0
5010810,Female,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,13833,617,Accountants,3.0
5010811,Female,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,13833,617,Accountants,3.0
5010812,Female,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,13833,617,Accountants,3.0
5010813,Female,N,Y,2,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15140,3174,Sales staff,4.0
5010814,Female,N,Y,2,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15140,3174,Sales staff,4.0
5010815,Female,N,Y,2,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15140,3174,Sales staff,4.0
5010817,Female,N,Y,2,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15140,3174,Sales staff,4.0
5010818,Female,N,Y,2,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15140,3174,Sales staff,4.0
6153796,Female,N,Y,2,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15140,3174,Sales staff,4.0
5010819,Female,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,13095,1652,High skill tech staff,2.0
5010820,Female,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,13095,1652,High skill tech staff,2.0
5010821,Female,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,13095,1652,High skill tech staff,2.0
5010822,Female,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,13095,1652,High skill tech staff,2.0
5010823,Female,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,13095,1652,High skill tech staff,2.0
5010824,Female,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,13095,1652,High skill tech staff,2.0
5010825,Female,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,13095,1652,High skill tech staff,2.0
5010826,Female,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,13095,1652,High skill tech staff,2.0
5010827,Female,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,13095,1652,High skill tech staff,2.0
5010828,Female,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,13095,1652,High skill tech staff,2.0
5010829,Female,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,13095,1652,High skill tech staff,2.0
5010830,Female,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,13095,1652,High skill tech staff,2.0
5010831,Female,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,13095,1652,High skill tech staff,2.0
5010832,Female,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,13095,1652,High skill tech staff,2.0
5010835,Male,Y,Y,2,139500.0,Working,Secondary / secondary special,Married,House / apartment,17281,5578,Drivers,4.0
5010836,Female,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18656,2656,Laborers,2.0
5010837,Female,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18656,2656,Laborers,2.0
5010840,Female,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,11050,921,Cleaning staff,3.0
5010843,Female,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,11822,739,Sales staff,2.0
5010844,Female,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,11822,739,Sales staff,2.0
5010847,Female,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,11822,739,Sales staff,2.0
5010856,Female,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16562,1043,Security staff,2.0
5010857,Female,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16562,1043,Security staff,2.0
5010858,Female,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16562,1043,Security staff,2.0
5010859,Female,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16562,1043,Security staff,2.0
5010860,Female,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16562,1043,Security staff,2.0
5090783,Female,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16562,1043,Security staff,2.0
5010861,Female,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,14045,1043,Sales staff,3.0
5010862,Male,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18173,678,Core staff,3.0
5010863,Male,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18173,678,Core staff,3.0
5010864,Male,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18173,678,Core staff,3.0
5010865,Male,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18173,678,Core staff,3.0
5010866,Male,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18173,678,Core staff,3.0
5010870,Male,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18173,678,Core staff,3.0
5010871,Male,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18173,678,Core staff,3.0
5010872,Male,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18173,678,Core staff,3.0
5010873,Male,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18173,678,Core staff,3.0
